Date,Open,High,Low,Close,Adj Close,Volume
2017-04-17,0.250576,0.251129,0.250244,0.250601,0.250601,0
2017-04-18,0.250639,0.253062,0.250419,0.250728,0.250728,0
2017-04-19,0.253689,0.253745,0.251522,0.253681,0.253681,0
2017-04-20,0.251667,0.252818,0.251655,0.251751,0.251751,0
2017-04-21,0.251284,0.251524,0.249840,0.251343,0.251343,0
2017-04-24,0.255500,0.257116,0.254320,0.255451,0.255451,0
2017-04-25,0.256009,0.259222,0.255669,0.255925,0.255925,0
2017-04-26,0.258893,0.259309,0.256950,0.258962,0.258962,0
2017-04-27,0.258205,0.259094,0.256916,0.258160,0.258160,0
2017-04-28,0.257480,0.259551,0.257228,0.257476,0.257476,0
2017-05-01,0.258250,0.259619,0.257606,0.258244,0.258244,0
2017-05-02,0.258318,0.259869,0.258211,0.258284,0.258284,0
2017-05-03,0.260481,0.260858,0.259164,0.260485,0.260485,0
2017-05-04,0.259018,0.260471,0.258526,0.258973,0.258973,0
2017-05-05,0.259744,0.261657,0.259350,0.259744,0.259744,0
2017-05-08,0.260889,0.262405,0.258401,0.260858,0.260858,0
2017-05-09,0.258269,0.258884,0.257169,0.258211,0.258211,0
2017-05-10,0.257198,0.258318,0.257116,0.257210,0.257210,0
2017-05-11,0.258169,0.258738,0.256619,0.258219,0.258219,0
2017-05-12,0.257261,0.259269,0.257063,0.257184,0.257184,0
2017-05-15,0.259672,0.261917,0.259289,0.259630,0.259630,0
2017-05-16,0.261760,0.264557,0.261650,0.261650,0.261650,0
2017-05-17,0.266099,0.266542,0.264257,0.266052,0.266052,0
2017-05-18,0.265969,0.266351,0.262858,0.265990,0.265990,0
2017-05-19,0.263463,0.266695,0.263116,0.263539,0.263539,0
2017-05-22,0.267358,0.268752,0.265957,0.267373,0.267373,0
2017-05-23,0.267795,0.268449,0.266427,0.267820,0.267820,0
2017-05-24,0.266090,0.268248,0.265809,0.266006,0.266006,0
2017-05-25,0.269046,0.269571,0.267854,0.269050,0.269050,0
2017-05-26,0.268528,0.269131,0.266807,0.268607,0.268607,0
2017-05-29,0.267265,0.268286,0.266670,0.267430,0.267430,0
2017-05-30,0.266517,0.268651,0.265428,0.266517,0.266517,0
2017-05-31,0.267766,0.269404,0.267437,0.267723,0.267723,0
2017-06-01,0.268988,0.269383,0.267206,0.268962,0.268962,0
2017-06-02,0.267463,0.269789,0.267345,0.267513,0.267513,0
2017-06-05,0.269538,0.269881,0.267908,0.269706,0.269706,0
2017-06-06,0.268994,0.269433,0.267571,0.268997,0.268997,0
2017-06-07,0.268744,0.268956,0.267342,0.268728,0.268728,0
2017-06-08,0.267561,0.267956,0.266611,0.267554,0.267554,0
2017-06-09,0.266572,0.267607,0.265830,0.266443,0.266443,0
2017-06-12,0.267701,0.268232,0.266866,0.267648,0.267648,0
2017-06-13,0.267208,0.267875,0.266887,0.267153,0.267153,0
2017-06-14,0.267468,0.269328,0.266667,0.267487,0.267487,0
2017-06-15,0.267251,0.267561,0.262957,0.267192,0.267192,0
2017-06-16,0.263650,0.266227,0.263345,0.263477,0.263477,0
2017-06-19,0.266217,0.266463,0.264620,0.266177,0.266177,0
2017-06-20,0.264173,0.264887,0.261971,0.264222,0.264222,0
2017-06-21,0.262295,0.263391,0.261673,0.262240,0.262240,0
2017-06-22,0.262577,0.263646,0.262086,0.262542,0.262542,0
2017-06-23,0.263503,0.265428,0.263283,0.263484,0.263484,0
2017-06-26,0.265272,0.266724,0.264788,0.265273,0.265273,0
2017-06-27,0.266021,0.268505,0.265556,0.266164,0.266164,0
2017-06-28,0.267658,0.269588,0.266998,0.267537,0.267537,0
2017-06-29,0.268830,0.269951,0.268147,0.268881,0.268881,0
2017-06-30,0.269724,0.270658,0.269357,0.269778,0.269778,0
2017-07-03,0.270242,0.270242,0.267580,0.270153,0.270153,0
2017-07-04,0.267752,0.268519,0.266966,0.267705,0.267705,0
2017-07-05,0.268125,0.268381,0.266264,0.268118,0.268118,0
2017-07-06,0.268208,0.269535,0.267501,0.268272,0.268272,0
2017-07-07,0.269550,0.270523,0.268500,0.269527,0.269527,0
2017-07-10,0.269020,0.269878,0.268558,0.269201,0.269201,0
2017-07-12,0.270731,0.271284,0.269298,0.270791,0.270791,0
2017-07-13,0.269891,0.270805,0.268872,0.269965,0.269965,0
2017-07-14,0.269978,0.272874,0.269716,0.270018,0.270018,0
2017-07-17,0.272822,0.273493,0.271809,0.272829,0.272829,0
2017-07-18,0.273114,0.276014,0.273064,0.273116,0.273116,0
2017-07-19,0.275115,0.275211,0.273268,0.275099,0.275099,0
2017-07-20,0.274136,0.276785,0.272636,0.274003,0.274003,0
2017-07-21,0.275946,0.277069,0.273292,0.275941,0.275941,0
2017-07-24,0.273898,0.275152,0.273019,0.273837,0.273837,0
2017-07-25,0.273105,0.275181,0.272859,0.273073,0.273073,0
2017-07-26,0.273149,0.273738,0.272626,0.273105,0.273105,0
2017-07-27,0.276295,0.277066,0.273929,0.276219,0.276219,0
2017-07-28,0.275239,0.276801,0.274635,0.275186,0.275186,0
2017-07-31,0.276225,0.277609,0.275467,0.276158,0.276158,0
2017-08-01,0.278067,0.278432,0.277187,0.278026,0.278026,0
2017-08-02,0.277516,0.279031,0.277108,0.277570,0.277570,0
2017-08-03,0.278520,0.280277,0.277948,0.278389,0.278389,0
2017-08-04,0.280230,0.280374,0.276893,0.280143,0.280143,0
2017-08-07,0.277576,0.278420,0.277193,0.277493,0.277493,0
2017-08-08,0.277533,0.278033,0.275161,0.277558,0.277558,0
2017-08-09,0.275726,0.275984,0.273988,0.275685,0.275685,0
2017-08-10,0.275646,0.275677,0.273973,0.275589,0.275589,0
2017-08-11,0.274969,0.276254,0.273913,0.275002,0.275002,0
2017-08-14,0.275653,0.276318,0.274907,0.275605,0.275605,0
2017-08-15,0.274832,0.275414,0.272754,0.274743,0.274743,0
2017-08-16,0.273698,0.274872,0.273276,0.273665,0.273665,0
2017-08-17,0.275893,0.276392,0.273824,0.275951,0.275951,0
2017-08-18,0.274452,0.275398,0.273973,0.274342,0.274342,0
2017-08-21,0.274904,0.276916,0.274388,0.274929,0.274929,0
2017-08-22,0.276200,0.276476,0.274620,0.276234,0.276234,0
2017-08-23,0.275316,0.275999,0.274688,0.275387,0.275387,0
2017-08-24,0.276025,0.277131,0.274959,0.275926,0.275926,0
2017-08-25,0.276950,0.279522,0.276499,0.276922,0.276922,0
2017-08-28,0.281133,0.282127,0.279752,0.281177,0.281177,0
2017-08-29,0.281330,0.283285,0.281152,0.281290,0.281290,0
2017-08-30,0.281476,0.281771,0.279192,0.281449,0.281449,0
2017-08-31,0.279615,0.280183,0.277743,0.279585,0.279585,0
2017-09-01,0.280554,0.282663,0.278809,0.280591,0.280591,0
2017-09-04,0.279497,0.281223,0.278928,0.279384,0.279384,0
2017-09-05,0.280566,0.281785,0.280154,0.280550,0.280550,0
2017-09-06,0.281785,0.281885,0.280336,0.281730,0.281730,0
2017-09-07,0.280773,0.283599,0.280591,0.280741,0.280741,0
2017-09-08,0.283286,0.284705,0.282729,0.283310,0.283310,0
2017-09-11,0.283359,0.283659,0.281509,0.283310,0.283310,0
2017-09-12,0.281706,0.282008,0.279791,0.281714,0.281714,0
2017-09-13,0.281334,0.281765,0.277523,0.281223,0.281223,0
2017-09-14,0.277709,0.278141,0.276410,0.277661,0.277661,0
2017-09-15,0.278800,0.280682,0.278234,0.278656,0.278656,0
2017-09-18,0.279244,0.279650,0.278342,0.279167,0.279167,0
2017-09-19,0.278570,0.280293,0.278528,0.278489,0.278489,0
2017-09-20,0.280230,0.281112,0.280057,0.280224,0.280224,0
2017-09-21,0.277508,0.279720,0.277231,0.277585,0.277585,0
2017-09-22,0.279345,0.281061,0.279259,0.279403,0.279403,0
2017-09-25,0.279236,0.279785,0.277081,0.279408,0.279408,0
2017-09-26,0.277530,0.277592,0.274018,0.277531,0.277531,0
2017-09-27,0.274970,0.275318,0.271521,0.275076,0.275076,0
2017-09-28,0.271747,0.273980,0.270737,0.271750,0.271750,0
2017-09-29,0.272995,0.275482,0.272683,0.273026,0.273026,0
2017-10-02,0.273786,0.274369,0.271670,0.272837,0.272837,0
2017-10-03,0.272386,0.273253,0.271245,0.272327,0.272327,0
2017-10-04,0.272292,0.274431,0.272264,0.272366,0.272366,0
2017-10-05,0.273310,0.274048,0.271931,0.273526,0.273526,0
2017-10-06,0.272370,0.272370,0.270704,0.272239,0.272239,0
2017-10-09,0.272359,0.273120,0.271783,0.272428,0.272428,0
2017-10-10,0.272993,0.275581,0.272948,0.273100,0.273100,0
2017-10-11,0.275148,0.277745,0.274733,0.275159,0.275159,0
2017-10-12,0.277948,0.278167,0.276732,0.277982,0.277982,0
2017-10-13,0.277193,0.279543,0.277139,0.277188,0.277188,0
2017-10-16,0.278067,0.279392,0.277223,0.277778,0.277778,0
2017-10-17,0.278559,0.278738,0.277323,0.278639,0.278639,0
2017-10-18,0.277995,0.278722,0.277394,0.277940,0.277940,0
2017-10-19,0.278528,0.280089,0.277657,0.278578,0.278578,0
2017-10-20,0.279932,0.280187,0.277734,0.279947,0.279947,0
2017-10-23,0.277814,0.278601,0.277091,0.277772,0.277772,0
2017-10-24,0.278098,0.278487,0.276912,0.278056,0.278056,0
2017-10-25,0.277042,0.279200,0.276694,0.276962,0.276962,0
2017-10-26,0.278645,0.279005,0.275058,0.278621,0.278621,0
2017-10-27,0.273678,0.274108,0.272382,0.273590,0.273590,0
2017-10-30,0.273321,0.274643,0.273142,0.273354,0.273354,0
2017-10-31,0.274148,0.275118,0.273515,0.274201,0.274201,0
2017-11-01,0.274861,0.275205,0.274126,0.274884,0.274884,0
2017-11-02,0.274794,0.275877,0.274555,0.274740,0.274740,0
2017-11-03,0.275423,0.275607,0.273211,0.275346,0.275346,0
2017-11-06,0.273744,0.273956,0.272896,0.273673,0.273673,0
2017-11-07,0.273980,0.274160,0.272383,0.274036,0.274036,0
2017-11-08,0.273459,0.274175,0.272926,0.273470,0.273470,0
2017-11-09,0.273695,0.275429,0.273456,0.273747,0.273747,0
2017-11-10,0.275300,0.276426,0.274495,0.275326,0.275326,0
2017-11-13,0.276116,0.276121,0.274711,0.275991,0.275991,0
2017-11-14,0.275444,0.277413,0.275265,0.275459,0.275459,0
2017-11-15,0.277604,0.279363,0.277431,0.277570,0.277570,0
2017-11-17,0.277982,0.279068,0.277847,0.278056,0.278056,0
2017-11-20,0.277354,0.278764,0.277001,0.277331,0.277331,0
2017-11-21,0.277604,0.278622,0.277025,0.277469,0.277469,0
2017-11-22,0.278226,0.280446,0.278195,0.278361,0.278361,0
2017-11-23,0.280481,0.281913,0.280466,0.280466,0.280466,0
2017-11-24,0.281614,0.283859,0.281215,0.281636,0.281636,0
2017-11-27,0.283386,0.284398,0.282941,0.283374,0.283374,0
2017-11-28,0.282865,0.283374,0.282250,0.282837,0.282837,0
